,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,move
21536,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,.,.,p,p,p,r,.,b,q,.,r,k,.,white,Bd3
21537,R,.,.,Q,K,.,.,R,.,.,P,.,.,P,P,P,P,.,N,B,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,O-O
21538,R,.,.,Q,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,n,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Qxd3
21539,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,Q,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,p,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,a4
21540,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,N,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,p,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxd5
21541,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,q,b,.,.,p,p,.,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nc7
21542,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxa8
21543,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,b,.,p,p,p,N,.,.,.,.,r,k,.,white,Nc7
21544,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nd5
21545,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,.,b,q,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nxf6+
21546,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Rfd1
21547,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxd6
21548,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,Q,.,q,.,.,p,p,.,.,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxf6
21549,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rd3
21550,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,R,.,b,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rxf3
21551,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,r,.,.,k,.,white,Rxf6
21552,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,.,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,R,.,.,p,p,.,.,.,p,k,p,.,.,.,r,.,.,.,.,white,Rf3
21553,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,k,p,.,.,.,.,.,.,.,.,white,Rg3+
21554,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,c3
21555,R,.,.,.,.,.,K,.,.,.,.,.,r,P,P,P,.,.,P,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,f3
21556,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,Rg5
21557,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,R,.,.,.,.,.,.,p,.,.,p,p,.,.,.,.,.,p,.,.,.,.,.,k,.,.,white,Rh5
21558,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,.,.,p,p,.,.,.,.,k,p,.,.,.,.,.,.,.,.,white,Rd1
21559,.,.,.,R,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rh3
21560,.,.,.,R,.,.,K,.,.,.,.,.,.,.,P,P,.,.,r,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rd7
21561,.,.,r,.,.,.,K,.,.,.,.,.,.,.,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kf2
21562,.,.,.,.,.,.,.,.,.,.,r,.,.,K,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kg3
21563,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,p,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxb7
21564,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,k,p,.,.,.,.,.,p,.,.,p,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxa7
21565,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,p,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxh4
21566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,r,P,.,.,.,.,.,P,K,.,P,.,.,.,P,.,.,R,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kxg2
21567,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,k,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b6
21568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,.,k,.,.,P,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b7
21569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,p,k,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,exf5
21570,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,.,.,.,.,.,.,.,.,p,k,.,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b8=Q
21571,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,R,.,.,.,.,.,.,.,.,Q,.,.,.,.,.,.,white,Rf7+
21572,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,.,.,.,.,R,.,.,.,Q,.,.,.,.,.,.,white,Qg8+
21573,R,N,B,Q,K,B,N,R,P,P,P,P,P,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,p,p,p,p,r,n,b,q,k,b,n,r,white,e4
21574,R,N,B,Q,K,B,N,R,P,P,P,P,.,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,.,p,p,p,r,n,b,q,k,b,n,r,white,Nf3
21575,R,N,B,Q,K,B,.,R,P,P,P,P,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,n,b,q,k,b,n,r,white,d4
21576,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,.,.,.,.,.,p,.,.,.,.,.,n,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,d5
21577,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,n,.,.,P,.,.,.,.,.,.,P,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,a3
21578,R,N,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,Nc3
21579,R,.,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,n,r,white,b4
21580,R,.,B,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,.,r,white,Bg5
21581,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,B,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,b5
21582,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,B,.,.,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,Bxf6
21583,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,.,.,p,p,p,r,.,b,q,.,r,k,.,white,Bd3
21584,R,.,.,Q,K,.,.,R,.,.,P,.,.,P,P,P,P,.,N,B,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,O-O
21585,R,.,.,Q,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,n,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Qxd3
21586,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,Q,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,p,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,a4
21587,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,N,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,p,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxd5
21588,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,q,b,.,.,p,p,.,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nc7
21589,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxa8
21590,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,b,.,p,p,p,N,.,.,.,.,r,k,.,white,Nc7
21591,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nd5
21592,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,.,b,q,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nxf6+
21593,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Rfd1
21594,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxd6
21595,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,Q,.,q,.,.,p,p,.,.,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxf6
21596,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rd3
21597,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,R,.,b,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rxf3
21598,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,r,.,.,k,.,white,Rxf6
21599,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,.,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,R,.,.,p,p,.,.,.,p,k,p,.,.,.,r,.,.,.,.,white,Rf3
21600,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,k,p,.,.,.,.,.,.,.,.,white,Rg3+
21601,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,c3
21602,R,.,.,.,.,.,K,.,.,.,.,.,r,P,P,P,.,.,P,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,f3
21603,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,Rg5
21604,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,R,.,.,.,.,.,.,p,.,.,p,p,.,.,.,.,.,p,.,.,.,.,.,k,.,.,white,Rh5
21605,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,.,.,p,p,.,.,.,.,k,p,.,.,.,.,.,.,.,.,white,Rd1
21606,.,.,.,R,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rh3
21607,.,.,.,R,.,.,K,.,.,.,.,.,.,.,P,P,.,.,r,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rd7
21608,.,.,r,.,.,.,K,.,.,.,.,.,.,.,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kf2
21609,.,.,.,.,.,.,.,.,.,.,r,.,.,K,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kg3
21610,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,p,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxb7
21611,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,k,p,.,.,.,.,.,p,.,.,p,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxa7
21612,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,p,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxh4
21613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,r,P,.,.,.,.,.,P,K,.,P,.,.,.,P,.,.,R,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kxg2
21614,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,k,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b6
21615,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,.,k,.,.,P,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b7
21616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,p,k,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,exf5
21617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,.,.,.,.,.,.,.,.,p,k,.,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b8=Q
21618,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,R,.,.,.,.,.,.,.,.,Q,.,.,.,.,.,.,white,Rf7+
21619,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,.,.,.,.,R,.,.,.,Q,.,.,.,.,.,.,white,Qg8+
21620,R,N,B,Q,K,B,N,R,P,P,P,P,P,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,p,p,p,p,r,n,b,q,k,b,n,r,white,e4
21621,R,N,B,Q,K,B,N,R,P,P,P,P,.,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,.,p,p,p,r,n,b,q,k,b,n,r,white,Nf3
21622,R,N,B,Q,K,B,.,R,P,P,P,P,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,n,b,q,k,b,n,r,white,d4
21623,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,.,.,.,.,.,p,.,.,.,.,.,n,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,d5
21624,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,n,.,.,P,.,.,.,.,.,.,P,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,a3
21625,R,N,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,Nc3
21626,R,.,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,n,r,white,b4
21627,R,.,B,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,.,r,white,Bg5
21628,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,B,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,b5
21629,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,B,.,.,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,Bxf6
21630,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,.,.,p,p,p,r,.,b,q,.,r,k,.,white,Bd3
21631,R,.,.,Q,K,.,.,R,.,.,P,.,.,P,P,P,P,.,N,B,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,O-O
21632,R,.,.,Q,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,n,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Qxd3
21633,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,Q,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,p,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,a4
21634,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,N,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,p,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxd5
